p(HGNC:USP7)	association	a(ChEMBL:CHEMBL370143)	{"relation": "association", "evidence": "Targeted predictions", "citation": {"namespace": "pubmed", "identifier": "ChEMBL"}}
p(HGNC:USP7)	association	a(ChEMBL:CHEMBL2206196)	{"relation": "association", "evidence": "Targeted predictions", "citation": {"namespace": "pubmed", "identifier": "ChEMBL"}}
p(HGNC:USP7)	association	a(ChEMBL:CHEMBL374478)	{"relation": "association", "evidence": "Targeted predictions", "citation": {"namespace": "pubmed", "identifier": "ChEMBL"}}
p(HGNC:USP7)	association	a(ChEMBL:CHEMBL3989515)	{"relation": "association", "evidence": "Targeted predictions", "citation": {"namespace": "pubmed", "identifier": "ChEMBL"}}
p(HGNC:USP7)	association	a(ChEMBL:CHEMBL267345)	{"relation": "association", "evidence": "Targeted predictions", "citation": {"namespace": "pubmed", "identifier": "ChEMBL"}}
p(HGNC:USP7)	association	a(ChEMBL:CHEMBL1397)	{"relation": "association", "evidence": "Targeted predictions", "citation": {"namespace": "pubmed", "identifier": "ChEMBL"}}
p(HGNC:USP7)	association	a(ChEMBL:CHEMBL160)	{"relation": "association", "evidence": "Targeted predictions", "citation": {"namespace": "pubmed", "identifier": "ChEMBL"}}
p(HGNC:USP7)	association	a(ChEMBL:CHEMBL393220)	{"relation": "association", "evidence": "Targeted predictions", "citation": {"namespace": "pubmed", "identifier": "ChEMBL"}}
p(HGNC:USP7)	association	a(ChEMBL:CHEMBL372795)	{"relation": "association", "evidence": "Targeted predictions", "citation": {"namespace": "pubmed", "identifier": "ChEMBL"}}
p(HGNC:USP7)	association	a(ChEMBL:CHEMBL529)	{"relation": "association", "evidence": "Targeted predictions", "citation": {"namespace": "pubmed", "identifier": "ChEMBL"}}
p(HGNC:USP7)	association	a(ChEMBL:CHEMBL1503)	{"relation": "association", "evidence": "Targeted predictions", "citation": {"namespace": "pubmed", "identifier": "ChEMBL"}}
p(HGNC:USP7)	association	a(ChEMBL:CHEMBL1741)	{"relation": "association", "evidence": "Targeted predictions", "citation": {"namespace": "pubmed", "identifier": "ChEMBL"}}
p(HGNC:USP7)	association	a(ChEMBL:CHEMBL3039597)	{"relation": "association", "evidence": "Targeted predictions", "citation": {"namespace": "pubmed", "identifier": "ChEMBL"}}
p(HGNC:USP7)	association	a(ChEMBL:CHEMBL2104415)	{"relation": "association", "evidence": "Targeted predictions", "citation": {"namespace": "pubmed", "identifier": "ChEMBL"}}
p(HGNC:USP7)	association	a(ChEMBL:CHEMBL64391)	{"relation": "association", "evidence": "Targeted predictions", "citation": {"namespace": "pubmed", "identifier": "ChEMBL"}}
p(HGNC:USP7)	association	a(ChEMBL:CHEMBL1200633)	{"relation": "association", "evidence": "Targeted predictions", "citation": {"namespace": "pubmed", "identifier": "ChEMBL"}}
a(ChEMBL:CHEMBL370143)	association	p(HGNC:USP7)	{"relation": "association", "evidence": "Targeted predictions", "citation": {"namespace": "pubmed", "identifier": "ChEMBL"}}
a(ChEMBL:CHEMBL370143)	association	p(HGNC:LTA4H)	{"relation": "association", "evidence": "Targeted predictions", "citation": {"namespace": "pubmed", "identifier": "ChEMBL"}}
a(ChEMBL:CHEMBL370143)	association	p(HGNC:IL2)	{"relation": "association", "evidence": "Targeted predictions", "citation": {"namespace": "pubmed", "identifier": "ChEMBL"}}
a(ChEMBL:CHEMBL370143)	association	p(HGNC:PIK3R1)	{"relation": "association", "evidence": "Targeted predictions", "citation": {"namespace": "pubmed", "identifier": "ChEMBL"}}
a(ChEMBL:CHEMBL370143)	association	p(HGNC:ABCC1)	{"relation": "association", "evidence": "Targeted predictions", "citation": {"namespace": "pubmed", "identifier": "ChEMBL"}}
